CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply
3X Short DeFi Index Token,N/A,True,N/A,0.0,0.0
1X Short Compound USDT Token,N/A,True,N/A,0.0,0.0
0.5X Long Compound USDT Token,N/A,True,N/A,0.0,0.0
3X Long Compound USDT Token,N/A,True,N/A,0.0,0.0
3X Short Compound USDT Token,N/A,True,N/A,0.0,0.0
1X Short Compound Token Token,N/A,True,N/A,0.0,0.0
0.5X Long Compound Token Token,N/A,True,N/A,0.0,0.0
3X Long Compound Token Token,N/A,True,N/A,0.0,0.0
3X Short Compound Token Token,N/A,True,N/A,0.0,0.0
1X Short BitMax Token Token,N/A,True,N/A,0.0,0.0
0.5X Long BitMax Token Token,N/A,True,N/A,0.0,0.0
1X Short Bitcoin SV Token,N/A,True,N/A,0.0,0.0
0.5X Long Bitcoin SV Token,N/A,True,N/A,0.0,0.0
1X Short BNB Token,N/A,True,N/A,0.0,0.0
0.5X Long BNB Token,N/A,True,N/A,0.0,0.0
1X Short Bitcoin Cash Token,N/A,True,N/A,0.0,0.0
0.5X Long Bitcoin Cash Token,N/A,True,N/A,0.0,0.0
1X Short Balancer Token,N/A,True,N/A,0.0,0.0
0.5X Long Balancer Token,N/A,True,N/A,0.0,0.0
3X Long Balancer Token,N/A,True,N/A,0.0,0.0
3X Short Balancer Token,N/A,True,N/A,0.0,0.0
1X Short Cosmos Token,N/A,True,N/A,0.0,0.0
0.5X Long Cosmos Token,N/A,True,N/A,0.0,0.0
1X Short Altcoin Index Token,N/A,True,N/A,0.0,0.0
0.5X Long Altcoin Index Token,N/A,True,N/A,0.0,0.0
1X Short Algorand Token,N/A,True,N/A,0.0,0.0
0.5X Long Algorand Token,N/A,True,N/A,0.0,0.0
1X Short Cardano Token,N/A,True,N/A,0.0,0.0
0.5X Long Cardano Token,N/A,True,N/A,0.0,0.0
Speed Coin,Scrypt,False,N/A,,
3X Long BiLira Token,N/A,True,N/A,0.0,0.0
3X Short BiLira Token,N/A,True,N/A,0.0,0.0
1X Short TRX Token,N/A,True,N/A,0.0,0.0
0.5X Long TRX Token,N/A,True,N/A,0.0,0.0
1X Short TomoChain Token,N/A,True,N/A,0.0,0.0
0.5X Long TomoChain Token,N/A,True,N/A,0.0,0.0
0.5X Long BiLira Token,N/A,True,N/A,0.0,0.0
1X Short Theta Network Token,N/A,True,N/A,0.0,0.0
3X Short VeChain Token,N/A,True,N/A,0.0,0.0
1X Short Swipe Token,N/A,True,N/A,0.0,0.0
1X Short BiLira Token,N/A,True,N/A,0.0,0.0
0.5X Long Swipe Token,N/A,True,N/A,0.0,0.0
3X Long Swipe Token,N/A,True,N/A,0.0,0.0
3X Short Swipe Token,N/A,True,N/A,0.0,0.0
1X Short Privacy Index Token,N/A,True,N/A,0.0,0.0
0.5X Long Privacy Index Token,N/A,True,N/A,0.0,0.0
1X Short PAX Gold Token,N/A,True,N/A,0.0,0.0
1X Short OKB Token,N/A,True,N/A,0.0,0.0
0.5X Long OKB Token,N/A,True,N/A,0.0,0.0
3X Long Maker Token,N/A,True,N/A,0.0,0.0
3X Short Maker Token,N/A,True,N/A,0.0,0.0
1X Short Midcap Index Token,N/A,True,N/A,0.0,0.0
0.5X Long Midcap Index Token,N/A,True,N/A,0.0,0.0
1X Short Matic Token,N/A,True,N/A,0.0,0.0
0.5X Long Matic Token,N/A,True,N/A,0.0,0.0
1X Short Litecoin Token,N/A,True,N/A,0.0,0.0
0.5X Long Litecoin Token,N/A,True,N/A,0.0,0.0
1X Short Chainlink Token,N/A,True,N/A,0.0,0.0
0.5X Long Chainlink Token,N/A,True,N/A,0.0,0.0
1X Short LEO Token,N/A,True,N/A,0.0,0.0
0.5X Long LEO Token,N/A,True,N/A,0.0,0.0
1X Short Kyber Network Token,N/A,True,N/A,0.0,0.0
0.5X Long Kyber Network Token,N/A,True,N/A,0.0,0.0
Apiary Fund Coin,N/A,False,N/A,0.0,0.0
Hamster Marketplace Token,N/A,False,N/A,,
HeartBout Pay,N/A,True,N/A,,
Alpha Quark Token,N/A,True,N/A,,
Honey,N/A,False,N/A,,
Camp,N/A,True,N/A,,
Kore,X13,True,PoW/PoS,,
KORE Vault,N/A,True,N/A,,
JustBet,N/A,True,N/A,,
Digital Reserve Currency,N/A,True,N/A,,
1X Short Tezos Token,N/A,True,N/A,,
0.5X Long Tezos Token,N/A,True,N/A,0.0,0.0
1X Short XRP Token,N/A,True,N/A,0.0,0.0
0.5X Long XRP Token,N/A,True,N/A,0.0,0.0
1X Short Tether Gold Token,N/A,True,N/A,0.0,0.0
0.5X Long Tether Gold Token,N/A,True,N/A,0.0,0.0
3X Long Tether Gold Token,N/A,True,N/A,0.0,0.0
3X Short Tether Gold Token,N/A,True,N/A,0.0,0.0
1X Short VeChain Token,N/A,True,N/A,0.0,0.0
3X Long VeChain Token,N/A,True,N/A,0.0,0.0
PRIA,N/A,True,N/A,,
FARM Coin,N/A,False,PoS,,
Datamine,N/A,True,N/A,0.0,-1.0
HollaEx,N/A,False,N/A,,
Rush,N/A,True,N/A,,
Axia,N/A,True,N/A,,
WeBlock,N/A,True,N/A,,
BoringDAO,N/A,True,N/A,,
NuBits,SHA-256,True,PoS,,
NIX Bridge Token,N/A,True,N/A,,
Sergey Save Link,N/A,False,N/A,,
FolgoryUSD,N/A,False,N/A,,
Stream Protocol,N/A,True,N/A,,
sUSD,N/A,True,N/A,132087301.24361713,-1.0
STP Network,N/A,True,N/A,1942420283.0270672,-1.0
Innovation Blockchain Payment,N/A,True,N/A,,
Velox,Scrypt,True,PoS,0.0,0.0
Velas,N/A,True,PoS,0.0,0.0
tBTC,N/A,True,N/A,792.89,-1.0
Reserve,N/A,True,N/A,17101992.79298259,-1.0
Yobit Token,N/A,True,N/A,17000.0,-1.0
APIX,N/A,True,N/A,204047845.20999998,-1.0
3X Long Bitcoin Token,N/A,True,N/A,6169.662315160001,6169.662315160001
RAKON,N/A,True,N/A,285714286.0,-1.0
RING X PLATFORM,N/A,True,N/A,404745194.0,-1.0
cCOMP,N/A,False,N/A,,
ATROMG8,N/A,True,N/A,,
PEAKDEFI,N/A,True,N/A,,
Wootrade,N/A,True,N/A,,
ECOSC,N/A,True,N/A,,
Ducato Protocol Token,N/A,True,N/A,,
BCHUP,N/A,True,N/A,0.0,0.0
BCHDOWN,N/A,True,N/A,0.0,0.0
Centaur,N/A,True,N/A,,
Bithao,N/A,True,N/A,,
Surf.Finance,N/A,True,N/A,,
Pteria,N/A,True,N/A,,
Wemix Token,N/A,True,N/A,,
nYFI,N/A,True,N/A,,
UniTrade,N/A,True,N/A,50000000.0,-1.0
SUP8EME Token,Keccak,True,PoW,,
Oraichain Token,N/A,True,N/A,,
Keep4r,N/A,True,N/A,,
Auric Network,N/A,True,N/A,,
XCredit,N/A,True,N/A,,
Moonday Finance,N/A,True,N/A,,
Freeway Token,N/A,True,N/A,,
HubDao,N/A,True,N/A,,
Sentivate,N/A,True,N/A,4200000000.0,-1.0
GoMoney2,N/A,True,N/A,966640417.0,-1.0
Raiden Network,N/A,True,N/A,99999999.99999996,-1.0
ELAD Network,N/A,False,N/A,,
Croat,CryptoNight,True,PoW,0.0,0.0
Genaro Network,N/A,True,N/A,650000000.0,-1.0
DefiDollar DAO,N/A,True,N/A,,
Misbloc,N/A,True,N/A,,
ShareAt,N/A,True,N/A,,
DotBased,N/A,False,N/A,,
BooBank,N/A,True,N/A,,
Goldblock,N/A,True,N/A,,
Tatcoin,N/A,False,N/A,,
YYFI.Protocol,N/A,True,N/A,0.0,0.0
DeFi Gold,N/A,True,N/A,,
Neeva Defi,N/A,True,N/A,,
Elxis,N/A,True,N/A,,
Bloody Token,N/A,True,N/A,,
Aspire,N/A,True,N/A,,
Pickle Finance,N/A,True,N/A,1798073.6224973698,-1.0
3X Short Ethereum Token,N/A,True,N/A,19133279971522.223,19133279971522.223
3X Short EOS Token,N/A,True,N/A,204933537109.31247,204933537109.31247
IoT Chain,N/A,True,N/A,99999999.0,-1.0
FairGame,N/A,True,N/A,1200000000.0,-1.0
SpendCoin,N/A,True,N/A,2000000000.0,-1.0
Trump Loses Token,N/A,True,N/A,15000000.0,-1.0
3X Long XRP Token,N/A,True,N/A,2264543853.2833996,2264543853.2833996
3X Short Chainlink Token,N/A,True,N/A,165542357154925.94,165542357154925.94
BetProtocol,N/A,True,N/A,10000000000.0,-1.0
SynLev,N/A,True,N/A,,
Yearn Secure,N/A,False,N/A,,
SMPL Foundation,N/A,True,N/A,,
DogDeFiCoin,N/A,False,N/A,,
Dvision Network,N/A,True,N/A,,
Atari Token,N/A,True,N/A,7771000000.0,-1.0
PANTHEON X,N/A,True,N/A,770000000.0,-1.0
8X8 Protocol,N/A,True,N/A,880000000.0,-1.0
Trump Wins Token,N/A,True,N/A,15000000.0,-1.0
Golff,N/A,True,N/A,10116609.733342858,-1.0
3X Long Chainlink Token,N/A,True,N/A,6172905.88236912,6172905.88236912
FLETA,N/A,True,N/A,2000000000.0,-1.0
SpokLottery,N/A,False,N/A,999478975.885,999478975.885
SmartCredit Token,N/A,True,N/A,,
Jem,N/A,False,N/A,,
Tsunami finance,N/A,True,N/A,,
V-ID,N/A,True,N/A,56147083.38,-1.0
Akoin,N/A,True,N/A,0.0,0.0
Metadium,N/A,True,N/A,2000000000.0,0.0
1X Short Tether Token,N/A,True,N/A,,
0.5X Long Tether Token,N/A,True,N/A,0.0,0.0
UTU Protocol,N/A,True,N/A,,
Orbit Chain,N/A,True,N/A,0.0,0.0
Organicco,N/A,False,N/A,,
Betform,N/A,True,N/A,,
YFarmer,N/A,False,N/A,,
Tessla Coin,N/A,False,N/A,,
MoonCoin,Scrypt,True,PoW,,
Finom FIN Token,N/A,True,N/A,,
r/CryptoCurrency Moons,N/A,False,N/A,0.0,0.0
Lina,N/A,True,N/A,,
Fiscus FYI,N/A,True,N/A,,
DeFiner,N/A,True,N/A,168000000.0,168000000.0
Tap Coin,N/A,True,N/A,,
The Transfer Token,N/A,True,PoW,2000000000.0,2000000000.0
BambooDeFi,N/A,False,N/A,,
Verifier,N/A,False,N/A,,
SAV3,N/A,True,N/A,,
Lien,N/A,True,N/A,1000000.0,-1.0
Inverse DeFi Index,N/A,False,N/A,0.007919999999999998,0.007919999999999998
DigitalBits,N/A,True,N/A,1500000000.0,-1.0
Chicken,N/A,True,N/A,,
SpainCoin,Scrypt-n,True,PoW,0.0,0.0
Sperax,N/A,True,N/A,5000000000.0,5000000000.0
LaneAxis,N/A,False,N/A,,
FairCoin,Groestl,True,PoW/PoS,0.0,0.0
People,Scrypt,False,PoW,,
Celo Gold,N/A,True,N/A,,
FinNexus,N/A,True,N/A,500000000.0,500000000.0
Gx Coin,N/A,False,N/A,,
DeFiPulse Index,N/A,True,N/A,554854.0562475673,554854.0562475673
Goldmaxcoin,Scrypt,True,PoW,,
Fieldcoin,N/A,False,N/A,,
Aluna,N/A,True,N/A,,
Galatasaray Fan Token,N/A,True,N/A,,
INVIZION,N/A,False,N/A,1000000000.0,1000000000.0
Bit World Token,N/A,True,N/A,,
Monoreto,N/A,False,N/A,,
Mineral,N/A,True,N/A,1000000000.0,1000000000.0
MediterraneanCoin,HybridScryptHash256,True,PoW,,
Minds,N/A,True,N/A,250000000.0,-1.0
NewsTokens,N/A,True,N/A,99999.99999999999,99999.99999999999
Wrapped UST Token,N/A,False,N/A,,
Raise Token,N/A,True,N/A,0.0,0.0
ClinTex CTi,N/A,True,N/A,191311840.17229617,-1.0
XDNA,HEX,True,PoW/PoS,8830765.0,0.0
TigerCash,SHA-256,True,PoS,,
Thorecash,N/A,True,N/A,0.0,0.0
OPEN Governance Token,N/A,True,N/A,100000000.0,100000000.0
Findora,N/A,True,N/A,,
GoRecruit,N/A,True,N/A,,
MahaDAO,N/A,True,N/A,9997846.077210518,9997846.077210518
2Based Finance,N/A,True,N/A,414940.222326184,414940.222326184
Swingby,BEP2 Token,True,N/A,1000000000.0,-1.0
Valorbit,Scrypt,True,PoW/PoS,,
UNION Protocol Governance Token,N/A,True,N/A,1000000000.0,1000000000.0
Adappter Token,N/A,True,N/A,4966843009.0,-1.0
R34P,N/A,False,N/A,84655.38095944,84655.38095944
Golden Ratio Per Liquidity,N/A,True,N/A,1195.4504713142694,-1.0
Reflector.Finance,N/A,True,N/A,9828985.89873962,-1.0
YVS.Finance,N/A,True,N/A,1953610.554195,1953610.554195
TornadoCORE,N/A,False,N/A,10250.2,10250.2
NEST Protocol,N/A,True,N/A,10923943.333333118,10923943.333333118
Mediconnect,N/A,True,PoA,500000000.0,-1.0
Dexfin,N/A,True,N/A,1168000000.0,1168000000.0
xETH-G,N/A,True,N/A,3758003.083497194,-1.0
Pyrk,N/A,True,PoW,0.0,0.0
Wibcoin,SHA-256,True,PoW,1000016730264.435,1000016730264.435
Trade Butler Bot,N/A,True,N/A,2000.0,2000.0
DeFi Yield Protocol,N/A,True,N/A,24484797.850561265,-1.0
Chalice Finance,N/A,False,N/A,5596.7516422,-1.0
Trinity Network Credit,N/A,True,N/A,,
TNC Coin,N/A,True,N/A,0.0,0.0
Revain,Multiple,True,N/A,85056346011.83401,-1.0
Project Pai,SHA-256,True,PoW,0.0,0.0
Empty Set Dollar,N/A,True,N/A,138556470.91903752,138556470.91903752
Pylon Finance,N/A,True,N/A,14700.000000000002,14700.000000000002
Forever Coin,X11,False,PoS,,
Avalon,N/A,True,N/A,,
CRDT,N/A,True,N/A,0.0,0.0
Frax,N/A,True,N/A,701324681.9078814,701324681.9078814
Frax Share,N/A,True,N/A,99810793.86020386,99810793.86020386
Wifi Coin,N/A,True,N/A,1000000000.0,1000000000.0
One Share,N/A,True,N/A,121682.37269675927,121682.37269675927
Amepay,N/A,True,N/A,1500000000.0,1500000000.0
Exeedme,N/A,True,N/A,100000000.0,100000000.0
Polkainsure Finance,N/A,True,N/A,80000.0,80000.0
DigiCol Token,N/A,True,N/A,165000000.0,165000000.0
EXMR FDN,N/A,True,PoW/PoS,,
My Crypto Play,N/A,True,N/A,14084651.0,14084651.0
Bao Finance,N/A,True,N/A,938740882755.8322,938740882755.8322
True Seigniorage Dollar,N/A,True,N/A,18949508.180176362,18949508.180176362
Stand Share,N/A,True,N/A,830001.0,830001.0
MoneySwap,N/A,True,N/A,1000000000.0,1000000000.0
Shabu Shabu,N/A,True,N/A,53999532.2227478,53999532.2227478
 Cover Protocol (old),N/A,True,N/A,,
ZKSwap,N/A,True,N/A,1000000000.0,1000000000.0
BitDNS,N/A,True,N/A,1000000000.0,1000000000.0
Lido DAO,N/A,True,N/A,1000000000.0,1000000000.0
Whiteheart,N/A,True,N/A,8888.0,8888.0
Wood Coin,Skein,True,PoW,,
Wise Token,N/A,True,N/A,,
Coinvest,N/A,True,N/A,,
MIScoin,X11,True,PoW/PoS,,
Mithril Share,N/A,True,N/A,1000001.0,1000001.0
Fortune,N/A,False,N/A,,
Global Utility Smart Digital Token,N/A,True,N/A,5000000000.0,5000000000.0
Shacoin,SHA-256,True,PoS,,
Safe Haven,N/A,True,N/A,,
Xdef Finance,N/A,True,N/A,407484.8031912,407484.8031912
Interest Bearing ETH,N/A,True,N/A,2524.1251190857774,2524.1251190857774
Baroin,N/A,True,N/A,412000000.0,412000000.0
Buxcoin,Scrypt,True,PoW/PoS,,
Cobak Token,N/A,True,N/A,100000000.0,100000000.0
Eauric,N/A,True,N/A,114000000.0,114000000.0
BIZZCOIN,N/A,True,N/A,320000000.0,-1.0
BitcoinAsia,N/A,False,N/A,,
GlobalCoin,Scrypt,False,PoW,,
GoldCoin,Scrypt,True,PoW,,
LuckyBlocks,PoS,False,PoS,,
BUX,N/A,True,N/A,450192645.76133406,-1.0
pBTC35A,N/A,False,N/A,,
HollyGold,N/A,True,N/A,1000000000.0,1000000000.0
UniMex Network,N/A,True,N/A,10000000.0,10000000.0
Dynamic Supply Tracker,N/A,True,N/A,250001.0,250001.0
UniDex,N/A,True,N/A,4000000.0,4000000.0
XLMDOWN,N/A,True,N/A,,
XLMUP,N/A,True,N/A,,
SUSHIDOWN,N/A,True,N/A,,
3X Long Stellar Token,N/A,True,N/A,1863158.0718425799,1863158.0718425799
3X Short Stellar Token,N/A,True,N/A,1863158.0718425799,1863158.0718425799
0.5X Long Theta Network Token,N/A,True,N/A,0.0,0.0
BitCore,Time Travel,True,PoW,0.0,0.0
Mindexcoin,N/A,True,N/A,,
Mithril Cash,N/A,True,N/A,,
Stobox Token,N/A,True,N/A,100000000.0,100000000.0
Star Pacific Coin,N/A,True,N/A,,
Basis Gold Share,N/A,True,N/A,,
Prosper,BEP20 Token,True,N/A,,
PegsUSD,N/A,True,N/A,473803.5354694443,473803.5354694443
Gera Coin,N/A,True,N/A,8800000000.0,8800000000.0
Furucombo,N/A,True,N/A,100000000.0,100000000.0
YFTether,N/A,True,N/A,20999.999999999996,20999.999999999996
TokenPay,POS 3.0,True,PoS,21880393.0,25000000.0
EtherZero,Ethash,True,PoW,228471761.95,-1.0
OKExChain,N/A,True,N/A,0.0,0.0
Verox,N/A,True,N/A,47500.0,47500.0
Glitch,N/A,True,N/A,88888888.0,88888888.0
Arianee,N/A,True,N/A,200000000.0,200000000.0
Royale,N/A,True,N/A,72000000.0,72000000.0
Rigel Finance,N/A,True,N/A,14328.128343254572,14328.128343254572
Indexed Finance,N/A,True,N/A,10000000.0,10000000.0
Coinstox,N/A,False,N/A,1000000000.0,1000000000.0
DuckDuckCoin,Scrypt,True,PoW,,
DuckDaoDime,N/A,True,N/A,1466616.9350237516,1466616.9350237516
Router Protocol,N/A,True,N/A,20000000.0,20000000.0
YFIONE,N/A,True,N/A,20000.0,20000.0
USDFreeLiquidity,N/A,True,N/A,704959.7100861367,704959.7100861367
Freeliquid,N/A,True,N/A,1000000.0,1000000.0
e-Money,N/A,True,N/A,0.0,0.0
KlaySwap Protocol,N/A,True,N/A,0.0,0.0
TokenAsset,N/A,True,N/A,73620862.93060002,73620862.93060002
Insured Finance,N/A,True,N/A,120000000.0,120000000.0
Nord Finance,N/A,True,N/A,10000000.0,10000000.0
Gains V2,N/A,True,N/A,35849.4501636817,35849.4501636817
Energy Ledger,N/A,True,N/A,714000000.0,714000000.0
SpaceChain (QRC-20),N/A,False,N/A,0.0,0.0
PCHAIN,N/A,True,N/A,1561546868.0,-1.0
Bit Financial,N/A,True,N/A,,
Bifrost,N/A,True,N/A,0.0,0.0
Typhoon Cash,N/A,True,N/A,28240.097265884302,28240.097265884302
Polkacover,N/A,True,N/A,137865569.0,137865569.0
UniDexGas,N/A,True,N/A,10000.0,10000.0
CryCash,N/A,True,N/A,,
CrowdCoin,NeoScrypt,True,PoW,,
Cryptocurrency Top 10 Tokens Index,N/A,True,N/A,2418384546.4580884,2418384546.4580884
ARMOR,N/A,True,N/A,1000000000.0,1000000000.0
Armor NXM,N/A,True,N/A,317666.45989833516,317666.45989833516
Snowswap,N/A,True,N/A,500000.0,500000.0
DIGG,N/A,True,N/A,490.292256828,490.292256828
Arenon,X11,True,PoS,,
BitOnyx Token,N/A,True,N/A,100000000.0,100000000.0
PolkaBridge,N/A,True,N/A,79507355.27073066,79507355.27073066
Feyorra,N/A,True,N/A,1023780274.6905874,1023780274.6905874
Holyheld,N/A,True,N/A,8493380.268982198,8493380.268982198
Aurei,N/A,True,N/A,,
DogeYield,N/A,True,N/A,1000000000.0,1000000000.0
Nayuta Coin,N/A,True,N/A,,
EDC Blockchain,SHA-256,True,DPoS/LPoS,,
Interop,N/A,True,N/A,86000.0,86000.0
POC Blockchain,N/A,True,N/A,,
Narwhale.finance,N/A,True,N/A,21513310.637322646,21513310.637322646
SINOVATE,N/A,True,PoW,751790711.6645389,0.0
PieDAO Yearn Ecosystem Pie,N/A,True,N/A,134938.50398009561,134938.50398009561
Lunch Money,N/A,True,N/A,189000000.0,-1.0
BUMO,N/A,True,N/A,1500000000.0,0.0
NextDAO,NRC20 Token,True,N/A,2190768921.780723,10000000000.0
BIXBCOIN,Scrypt,True,N/A,0.0,0.0
Tokemon,N/A,True,N/A,5000.0,5000.0
Universal Dollar,N/A,True,N/A,2043981.2819947354,2043981.2819947354
The Bitcoin Family,N/A,True,N/A,10000000.0,10000000.0
Kohima,N/A,False,N/A,142031.25,142031.25
Flow Protocol,N/A,True,N/A,,
Beacon ETH,N/A,True,N/A,0.0,0.0
VIBEXXX,N/A,False,N/A,99999999999.99998,99999999999.99998
TimeCoinProtocol,N/A,False,N/A,,
Yield Optimization Platform & Protocol,N/A,True,N/A,88888888.0,88888888.0
SpaceGold,N/A,False,N/A,2000000000.0,2000000000.0
Xceltoken Plus,N/A,True,N/A,,
AlloHash,N/A,False,N/A,44999999.33450135,44999999.33450135
Lithium,Blake,True,PoW,,
Metaverse,N/A,True,N/A,100000000.0,-1.0
Mycelium Token,N/A,True,N/A,,
MyToken,N/A,True,N/A,0.0,0.0
Infinity Economics,SHA-256,True,PoS,,
Gron Digital,N/A,False,N/A,,
YPro.Finance,N/A,False,PoS,,
i9 Coin,N/A,True,N/A,,
GROWTH DeFi,N/A,True,N/A,578945.3942575197,-1.0
IDAC,N/A,False,N/A,,
RainCheck,N/A,False,N/A,,
Hacken Token,N/A,True,N/A,984204668.0,-1.0
ClubCoin,Scrypt,True,PoW/PoS,,
AiBB,N/A,False,N/A,,
CarBlock,N/A,True,N/A,,
Cybereits Token,N/A,True,N/A,,
Crystal Clear Token,N/A,True,N/A,,
CDX Network,N/A,True,N/A,,
Commercium,Equihash,True,N/A,0.0,0.0
CrowdForce,N/A,False,N/A,,
Digitalcoin,Scrypt,True,PoW,,
ENDO,N/A,False,N/A,,
FantomCoin,CryptoNight,True,PoW,,
HappyCreatorCoin,Scrypt,True,PoW,,
Ethorse,N/A,True,N/A,,
Litebar,Scrypt,True,PoW,,
MarsCoin,X11,True,PoW,,
MMNXT,N/A,True,N/A,,
Multiplier,N/A,True,N/A,,
Nsure Network,N/A,True,N/A,,
ODEM,N/A,True,N/A,,
PlotX,N/A,True,N/A,,
Rate3,N/A,True,N/A,,
STARS,N/A,True,DPoS/LPoS,,
VectorCoin 2.0,Dagger-Hashimoto,True,PoW,,
Xiotri,N/A,True,N/A,,
DeCEX,N/A,False,PoS+PoB+PoC,,
Utopia Genesis Foundation,N/A,True,N/A,99998700.117154,99998700.117154
APY.Finance,N/A,True,N/A,100000000.0,100000000.0
MintMe.com Coin,Lyra2-MintMe version,True,PoW,0.0,0.0
SportX,N/A,True,N/A,1000000000.0,-1.0
zzz.finance,N/A,True,N/A,,
Carnomaly,N/A,True,N/A,529999999.99999994,529999999.99999994
Axentro,N/A,False,N/A,,
Yield Farming XL,N/A,False,N/A,24999.999999999996,24999.999999999996
CoinsLoot,N/A,False,N/A,,
Wrapped Bitcoin,N/A,True,N/A,235033.89154107,-1.0
Wrapped NXM,N/A,True,N/A,2178357.9461793923,-1.0
Wrapped Conceal,N/A,False,N/A,,
"Jun ""M"" Coin",N/A,False,N/A,,
Civitas Protocol,N/A,True,N/A,3632.065,3632.065
World Token,N/A,True,N/A,98762430.64109543,-1.0
Bridge Mutual,N/A,True,N/A,160000000.0,160000000.0
Value Liquidity,N/A,True,N/A,5045955.309386485,-1.0
Strudel Finance,N/A,True,N/A,3903132.0633986928,3903132.0633986928
Fuse Network Token,N/A,True,N/A,326550270.07972914,326550270.07972914
YFValue,N/A,True,N/A,,
RAVN Korrax,N/A,False,N/A,,
Restore,N/A,False,N/A,,
CarrotSwap,N/A,False,N/A,20680157.524726503,20680157.524726503
Swaprol,N/A,False,N/A,90000000.0,90000000.0
GNY,N/A,True,N/A,400000000.0,400000000.0
Butterfly Protocol,N/A,True,N/A,98612010.0,98612010.0
QuarkCoin,Quark,True,PoW/PoS,275701853.69274485,-1.0
HalalChain,N/A,True,PoW,1000000000.0,-1.0
Qitmeer,CuckooCycle,True,Pow,,
Curio Governance,N/A,True,N/A,56000000.0,-1.0
MP3,N/A,True,N/A,27000000.0,27000000.0
VAIOT,N/A,True,N/A,,
Alias,N/A,True,N/A,,
Index Cooperative,N/A,True,N/A,10000000.0,10000000.0
BT.Finance,N/A,True,N/A,211287.69,211287.69
BuildTeam,N/A,False,DPoS,,
Flexacoin,N/A,True,N/A,,
The Famous Token,N/A,True,N/A,98500.0,-1.0
Eth 2.0 Staking by Pool-X,N/A,True,N/A,,
Anyswap,N/A,True,N/A,100000000.0,100000000.0
MASQ,N/A,True,N/A,37500000.0,37500000.0
CryptoTask,N/A,True,N/A,15400000.0,15400000.0
Rug Proof,N/A,True,N/A,1561498.809412669,1561498.809412669
Curio,N/A,True,N/A,2000000.0,-1.0
Deri Protocol,N/A,True,N/A,451132435.592577,451132435.592577
K-Tune,N/A,True,N/A,4637342479.9128,4637342479.9128
Strong,N/A,True,N/A,520989.40360948443,-1.0
Auction,N/A,True,N/A,7186194.074819826,7186194.074819826
Our Pay,N/A,True,N/A,10000000000.0,10000000000.0
Filda,N/A,True,N/A,,
JulSwap,N/A,True,N/A,,
renDOGE,N/A,True,N/A,18485738.82292038,18485738.82292038
PicaArtMoney,N/A,True,N/A,446916625.0,446916625.0
SIMBA Storage Token,N/A,True,N/A,100000000.0,100000000.0
IPDnetwork,SHA-256,False,DPoS/LPoS,,
Rise Protocol,N/A,True,N/A,75224.630293353,-1.0
Genstake,Scrypt,True,PoW/PoS,,
DAOstack,N/A,True,N/A,,
Mysterium,N/A,True,N/A,0.0,0.0
xFund,N/A,True,N/A,7087.0,7087.0
Farming Bad,N/A,True,N/A,30000000.0,30000000.0
ThinkTank,N/A,False,N/A,,
Rowan Token,N/A,True,N/A,,
TrigID,N/A,False,N/A,,
Retail.Global,N/A,False,N/A,,
Unistake,N/A,True,N/A,279999999.9998125,-1.0
French Digital Reserve,KECCAK,True,PoS,,
Premia,N/A,True,N/A,100000000.0,-1.0
DSLA Protocol,N/A,True,N/A,,
SharedStake Governance Token,N/A,True,N/A,10000000.0,-1.0
GigaCoin,Fresh,True,PoW,,
Olyseum,N/A,True,N/A,5000000000.0,-1.0
Previse,N/A,True,N/A,1000000.0,-1.0
Dexmex,N/A,True,N/A,48000000.0,-1.0
Fyooz NFT,N/A,True,N/A,1000000.0,-1.0
Hashgard,N/A,True,N/A,0.0,0.0
Polkabase,N/A,True,N/A,17456507.35707795,-1.0
United Emirates Coin,Scrypt,True,N/A,20000000.0,-1.0
Wrapped Celo,N/A,False,N/A,,
Golden Goose,N/A,True,N/A,2500000000.0,2500000000.0
DefiCliq,N/A,True,N/A,990000000.0,990000000.0
Umbrella Network,N/A,True,DPoS,,
Vesper Finance,N/A,True,N/A,10000000.0,-1.0
Smart League,N/A,False,N/A,,
Podo Point,N/A,True,N/A,1000000000.0,-1.0
sKLAY,N/A,True,N/A,,
Lendhub,N/A,True,N/A,,
Ontology Gas,N/A,True,N/A,1000000000.0,-1.0
Tokamak Network,N/A,True,N/A,50000000.0,-1.0
Tornado Cash,N/A,True,N/A,10000000.0,-1.0
Rai Reflex Index,N/A,True,N/A,29272007.387338236,-1.0
BiTToken,N/A,True,N/A,42000000.0,-1.0
Gemini Dollar,N/A,True,N/A,153274270.14,-1.0
Raydium,N/A,True,N/A,,
Quantfury,N/A,True,N/A,100000000.0,-1.0
Staked Ether,N/A,True,N/A,1452706.0504342413,1452706.0504342413
StakeHound Staked Ether,N/A,True,N/A,64710.91467265203,-1.0
SLNV2,N/A,True,N/A,,
ROS Coin,X11,True,PoW/PoS,,
Hash Bridge Oracle,N/A,True,N/A,,
Fusion,N/A,True,N/A,70066956.42307134,81920000.0
Loopring [NEO],N/A,True,N/A,139507605.0,-1.0
Rotten,N/A,True,N/A,119728337.08460698,-1.0
Meter,N/A,True,PoW,40000000.0,-1.0
YAM v1,N/A,True,N/A,46536750.472447276,-1.0
YAM v2,N/A,True,N/A,25601.39872193616,-1.0
