CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply
Uzumaki Inu,N/A,False,N/A,4.81596159880374e+16,-1.0
FatCake,N/A,True,N/A,99999999999.99998,-1.0
Pitbull,N/A,True,N/A,1e+17,-1.0
Wheat Token,N/A,True,N/A,648276.921921554,-1.0
Arata,BEP-20 Token,False,N/A,5000000.0,-1.0
Bholdus Token,BEP-20 Token,True,N/A,10000000000.0,-1.0
JEDSTAR,N/A,True,N/A,100000000.0,-1.0
Sphynx Token,BEP-20 Token,True,N/A,1000000000.0,-1.0
Balkari Token,N/A,True,N/A,10000000000.0,-1.0
RugZombie,BEP-20 Token,True,N/A,133761140.70638545,-1.0
LPI DAO,BEP-20 Token,False,N/A,9382422.0,-1.0
Rainbow Token,BEP-20 Token,True,N/A,831842496973878.8,-1.0
YDragon,N/A,True,N/A,500000000.0,-1.0
FLEX Coin,N/A,True,N/A,,
Step Hero,BEP-20 Token,True,N/A,100000000.0,-1.0
Celestial,N/A,True,N/A,5000000000.0,-1.0
Bonfida,N/A,True,N/A,,
Starpunk,BEP-20 Token,True,N/A,680000000.0,-1.0
EnterDAO,N/A,False,N/A,100000000.0,-1.0
Opulous,N/A,True,N/A,500000000.0,-1.0
The Real Golden Inu,BEP-20 Token,True,N/A,432830117422777.06,-1.0
Richie,BEP-20 Token,False,N/A,406130117112055.5,-1.0
Oddz,N/A,True,N/A,100000000.0,-1.0
Horizen,Equihash,True,PoW,11715337.5,21000000.0
The Graph,N/A,True,N/A,10226818795.441412,-1.0
Jade Currency,BEP-20 Token,True,N/A,90000000.0,-1.0
PetKingdom,N/A,True,N/A,20000000.0,-1.0
PrivacySwap,N/A,True,N/A,600640.2280310879,-1.0
Binamars,BEP-20 Token,True,N/A,90393011.45176923,-1.0
BUMooN,BEP-20 Token,True,N/A,654683331115187.8,-1.0
DogemonGo,N/A,False,N/A,0.0,-1.0
OpenSwap,N/A,True,N/A,,
BNBPay,N/A,True,N/A,10000000000.0,-1.0
Cardence,N/A,True,N/A,0.0,-1.0
Demodyfi Token,N/A,True,N/A,50000000.0,-1.0
Loud Market,BEP-20 Token,True,N/A,77071044.02112639,-1.0
DefiXBet,BEP-20 Token,True,N/A,14000000.0,-1.0
Cubits,SHA-256,False,PoW/PoS,,
Venus Reward Token,N/A,True,N/A,30000000000.0,-1.0
Vertex,SHA-256,True,PoW/PoS,,
Vortex DeFi,BEP-20 Token,False,N/A,100000000.0,-1.0
ProjectX,N/A,False,N/A,250000000.0,-1.0
Kalmar,N/A,False,N/A,10000000.0,-1.0
RiceCoin,X13,True,PoW/PoS,,
RiceFarm,BEP-20 Token,True,N/A,27286677.869417228,-1.0
TokugawaCoin,Scrypt,True,PoW,,
Tokenplace,N/A,True,N/A,250000000.0,-1.0
DxSale Network,N/A,True,N/A,45646327.98060311,-1.0
Ariva,N/A,True,N/A,100000000000.0,-1.0
Verify Token,BEP-20 Token,False,N/A,41423032077722.08,-1.0
Moonshot,N/A,False,N/A,588247695389199.2,-1.0
Adadex Tools,BEP-20 Token,False,N/A,100000000.0,-1.0
BNB Cash,BEP-20 Token,True,N/A,183406829.74383932,-1.0
CakeMoon,BEP-20 Token,False,N/A,1000000000.0,-1.0
Milkshake Swap,N/A,True,N/A,1316192.3220097746,-1.0
PlayDapp,N/A,True,N/A,700000000.0,-1.0
IOS token,N/A,True,PoB,22851915874.196667,90000000000.0
GridCoin,Scrypt,True,PoS,,
LTBCoin,N/A,True,PoP/PoV/PoQ,,
Coin Magi,M7M,True,PoW/PoS,,
Shiba Launch,N/A,False,N/A,413659766231.00024,-1.0
NuCypher,N/A,True,N/A,3885390081.7482486,-1.0
Compound Coin,X11,True,PoW/PoS,,
Constellation,N/A,True,N/A,3712000000.0,-1.0
Milllionaire Coin,X11,True,PoW/PoS,,
Aavegotchi,N/A,True,N/A,67436632.22368962,-1.0
Marlin,N/A,True,N/A,3593753055.7617674,3593753055.7617674
Toxic,N/A,False,N/A,,
Mdex,N/A,True,N/A,400000000.0,400000000.0
T-BOT,N/A,True,N/A,,
Adventure Gold,N/A,True,N/A,76860001.0,-1.0
Moonlight Token,N/A,True,N/A,1000000000000000.0,-1.0
HyperSpace,N/A,True,PoSC,,
Elrond,N/A,True,SPoS,293422112.19905376,-1.0
ROOBEE,N/A,True,PoS,5399999999.999999,-1.0
StormX,N/A,True,N/A,10000000000.0,-1.0
TheForce Trade,N/A,True,N/A,419368341.85057575,-1.0
Covalent,N/A,True,N/A,1000000000.0,-1.0
Hathor,N/A,True,N/A,0.0,0.0
Harvest Finance,N/A,True,N/A,652565.73,690420.0
Dai,N/A,True,N/A,8148480922.123129,-1.0
Solarex,N/A,False,N/A,,
MarketMove,N/A,True,N/A,1000000000000.0,-1.0
BabyFloki,N/A,False,N/A,1000000000.0,-1.0
Hydra,N/A,True,N/A,0.0,0.0
Klever,N/A,True,N/A,5498632051.693647,-1.0
Adab Solutions,N/A,True,N/A,350000000.0,-1.0
Ampleforth Governance Token,N/A,True,N/A,14998897.14455933,-1.0
HextraCoin,Scrypt,False,N/A,,
ILCOIN,SHA-256,True,PoW,,
BabySwap,N/A,True,N/A,570895148.4801764,-1.0
Erecoin,N/A,False,N/A,,
Hoge Finance,N/A,True,N/A,404728874033.9623,-1.0
Leonicorn Swap,N/A,True,N/A,208224401.15176332,-1.0
Pundi X,N/A,True,N/A,0.0,0.0
Casper Network,N/A,True,N/A,10460250497.0,-1.0
Stratis,X13,True,PoS,130581297.4070024,-1.0
Moonarch,N/A,True,N/A,100000000.0,-1.0
DeXe,N/A,True,N/A,,
Bzzone,N/A,True,N/A,1127001.0,-1.0
BarnBridge,N/A,True,N/A,10000000.0,10000000.0
ExzoCoin 2.0,N/A,False,N/A,20000000000.0,-1.0
Moon Nation Game,N/A,True,N/A,384400000.0,-1.0
Bitcicoin,N/A,True,PoA,99999999999.78136,-1.0
MASS,N/A,True,PoC,96524460.0,206438400.0
Reef,N/A,True,nPoS/PoC,8946352654.651136,8946352654.651136
3X Short BNB Token,N/A,True,N/A,137089561015035.05,-1.0
BetaCoin,CryptoNight,True,PoW,,
Beta Finance,N/A,True,N/A,1000000000.0,-1.0
Swiscoin,Scrypt,True,PoW/PoS,,
CoinSwap Token,BEP-2 Token,False,N/A,,
Bogcoin,SHA-256,True,PoW,,
Bogged Finance,BEP-20 Token,True,N/A,-811974.8361586661,-1.0
DataWallet,N/A,True,N/A,,
Dexit Finance,BEP-20 Token,True,N/A,2626105494.361189,-1.0
PolisPay,X11,True,PoS,,
Star Atlas DAO,N/A,True,N/A,0.0,-1.0
Genesis Network,Equihash,True,PoW,,
Genx Token,N/A,True,N/A,3335076.213127335,-1.0
OWNDATA,N/A,True,N/A,,
Ownly,N/A,True,N/A,9750000000.0,10000000000.0
AEON,CryptoNight-Lite,True,PoW,17978645.740156457,-1.0
UOS,SHA-256,True,DPoI,0.0,0.0
Cudos,N/A,True,N/A,10000000000.0,-1.0
Canada eCoin,Scrypt,True,AuxPoW,99883999.0,107364500.0
Flashstake,N/A,True,PoT,26077270.96440494,-1.0
Expanse,Ethash,True,PoW,34700351.97,100000000.0
Firo,MTP,True,PoW,12491804.60227845,21400000.0
Groestlcoin,Groestl,True,PoW,78764288.8873888,105000000.0
Haven Protocol,CryptoNight-Heavy,True,PoW,15525909.59145328,-1.0
High Performance Blockchain,DPoS,True,N/A,101119950.0,100000000.0
NerveNetwork,N/A,True,PoC,,
Holo,N/A,True,N/A,1560000000.0,-1.0
HyperCash,BLAKE256,True,PoW/PoS,45071909.329052,84000000.0
Komodo,Equihash,True,dPoW/PoW,130504933.38092794,200000000.0
Nexalt,N/A,False,PoN,,
CasinoCoin,N/A,True,PoC,,
ADAUP,N/A,True,N/A,0.0,0.0
BonesCoin,Scrypt,True,PoS,,
AXIA Coin,N/A,True,N/A,72560000000.0,-1.0
DickCoin,X11,True,PoW/PoS,,
Phala Network,N/A,True,N/A,1000000000.0,-1.0
Metal,N/A,True,PoPP,66588888.0,-1.0
Electric Cash,N/A,True,N/A,,
MobileCoin,Blake2b,True,SCP,,
TENT,Equihash,True,PoW,38742200.0,84096000.0
Creditbit,X11,True,PoT,,
XSGD,N/A,True,N/A,177638170.83,-1.0
DOTDOWN,N/A,True,N/A,0.0,0.0
Ether Kingdoms Token,N/A,True,N/A,,
Skillchain,N/A,True,N/A,0.0,0.0
Grin,C31,True,PoW,80302995.809,-1.0
Ethereum Wrapped Filecoin,N/A,True,N/A,40897.594124999996,-1.0
ShowHand,N/A,True,N/A,,
Cache,N/A,False,N/A,,
Fiii,SHA3-256,True,DPoC,,
CherrySwap,N/A,True,N/A,272564388.1385911,-1.0
Pirate Chain,Equihash,True,dPoW,188037241.85644,200000000.0
Oasis Labs,N/A,True,PoS,10000000000.0,10000000000.0
LiteDoge,Scrypt,True,PoW/PoS,,
Linear,N/A,True,N/A,10000000000.0,10000000000.0
PAX Gold,N/A,True,N/A,179963.36,-1.0
Atonomi,N/A,True,N/A,,
DubaiCoin,Dagger-Hashimoto,True,PoW,0.0,0.0
FILUP,N/A,True,N/A,0.0,0.0
The Crypto Prophecies,N/A,True,N/A,250000000.0,-1.0
Hdac,N/A,True,ePoW,2851982500.0,-1.0
Safeswap,N/A,True,N/A,210000000.0,-1.0
Lynx,Scrypt,True,HPoW,,
BitCOEN,SHA-256,True,LCPoA,,
ThunderStake,Scrypt,True,PoW/PoS,,
BiblePay,Proof-of-BibleHash,True,POBh,,
BitcoiNote,CryptoNight,True,PoW,,
B3Coin,X11,True,PoS/PoD,,
Internet Node token,IMesh,True,DPoS/dBFT,763616165.7221346,1000000000.0
Super Zero,Ethash,True,ProgPoW/PoS,0.0,650000000.0
VeriBlock,vBlake,True,PoP/PoW,0.0,0.0
Zenad,Quark,True,POS/MN,,
LitecoinCash,SHA-256 + Hive,True,PoW/Hive,0.0,0.0
Garlicoin,N/A,True,PoW,,
Caizcoin,N/A,False,N/A,999999999.0,-1.0
Ethbox Token,N/A,True,N/A,65000000.0,-1.0
EOSUP,N/A,True,N/A,0.0,0.0
AS Roma Fan Token,N/A,True,PoS,,
Monaize,Equihash,True,PoW/dPoW,,
Papyrus,N/A,False,N/A,,
Cryptum,N/A,True,PoO,,
Radix,N/A,True,N/A,,
Golem Network Token,N/A,True,N/A,546169811.2729858,-1.0
Minter,N/A,True,dPoS,,
MyLottoCoin,N/A,True,N/A,100000000.0,100000000.0
BOScoin,N/A,True,mFBA,,
Bitcoin Vault,SHA-256,True,PoW,,
IoTeX Network,N/A,True,Roll-DPoS,9491585577.32,10000000000.0
XTRABYTES,N/A,True,PoSign,650000000.0,650000000.0
Motocoin,N/A,True,PoP,,
Zcrypt,N/A,True,PoW/PoS,,
Safemars,N/A,True,N/A,1000000000000000.0,-1.0
Ellipsis,N/A,True,N/A,535634184.34102416,-1.0
Hegic,N/A,True,N/A,3012009888.0,-1.0
Roseon Finance,BEP-20 Token,True,N/A,100000000.0,-1.0
AmericanCoin,Scrypt,True,PoW,,
Helium,N/A,True,PoS,,
Aave,N/A,True,N/A,52283275.89897704,-1.0
Kinesis Velocity Token,N/A,False,N/A,,
Xenon,N/A,True,N/A,,
Unifi Protocol DAO,N/A,True,PoS,10000000.0,-1.0
Yaki Gold,N/A,False,N/A,2000000000.0,-1.0
Launchpool,N/A,True,N/A,10000000.0,-1.0
Mask Network,N/A,True,N/A,100000000.0,-1.0
Quarashi Network,N/A,False,N/A,,
BabyDoge,BEP-20 Token,True,N/A,2.6295717834435798e+17,-1.0
Automata,N/A,True,N/A,1000000000.0,-1.0
OptionRoom,N/A,True,N/A,100000000.0,-1.0
Simple Token,N/A,True,N/A,800000000.0,-1.0
Splinterlands,BEP-20 Token,True,N/A,311145833.0,-1.0
Ternio ERC20,N/A,True,N/A,99999900.0,99999900.0
Secret ERC20,N/A,True,N/A,1164525.86821,1164525.86821
TomoChain ERC20,N/A,True,N/A,,
Sienna ERC20,N/A,True,N/A,466435.63441939413,-1.0
SpaceChain ERC20,N/A,True,N/A,607584524.9320017,607584524.9320017
Squid Token,N/A,False,N/A,10000000000000.0,-1.0
Weld,N/A,True,N/A,250000000.0,-1.0
WadzPay Token,N/A,True,N/A,250000000.0,-1.0
Bankera,N/A,True,N/A,0.0,0.0
EthereumMax,N/A,True,N/A,2000000000000000.0,-1.0
HexCoin,Scrypt,False,PoW,,
Signa,Shabal256,True,PoC,,
SXPDOWN,N/A,True,N/A,0.0,0.0
Firulais Finance,N/A,False,N/A,1e+17,-1.0
3X Long Matic Token,N/A,True,N/A,15958833.36574441,15958833.36574441
Scotcoin,Counterparty,True,N/A,,
Soku Swap,N/A,True,N/A,,
Smile Token,N/A,True,N/A,1000000.0,-1.0
Forever Pump,N/A,True,N/A,2183088528769.3237,-1.0
Bloktopia,N/A,True,N/A,199999999999.99997,-1.0
Laika Protocol,N/A,False,N/A,1000000000000000.0,-1.0
SafePal,BEP-20 Token,True,PoSA,500000000.0,-1.0
VFOX (VFOX),N/A,True,N/A,21000000.0,-1.0
SWAPZ.app,BEP-20 Token,False,N/A,167933332.66,-1.0
OctaX,N/A,True,N/A,67917.58829634755,-1.0
Collateral Pay,N/A,False,N/A,50000000.0,-1.0
Buffalo Swap,N/A,True,N/A,71045991.93785682,-1.0
SafeBull,N/A,False,N/A,949998488286048.5,-1.0
BurnDoge,N/A,True,N/A,6500232012343210.0,-1.0
CumRocket,BEP-20 Token,True,N/A,1305783416.6416388,-1.0
Wanaka Farm,N/A,True,N/A,500000000.0,-1.0
Tether,N/A,True,N/A,73427305535.17163,-1.0
Nervos Network,Eaglesong,True,PoW,34368211038.09344,-1.0
Cogecoin,N/A,False,N/A,100000000000000.0,-1.0
SafeSwap,N/A,False,N/A,1000000.0,-1.0
Dapp Token,N/A,True,N/A,0.0,0.0
Hard Protocol,N/A,True,N/A,200000000.0,-1.0
Shield Network,N/A,False,N/A,990176656979.7081,-1.0
Rally,N/A,True,N/A,15000000000.0,15000000000.0
8BIT Coin,Scrypt,True,PoW/PoS,,
AAVEDOWN,N/A,True,N/A,,
Floki Inu,N/A,True,N/A,8563019370770.859,-1.0
Scientix,N/A,True,N/A,117949.25066173795,-1.0
Prediqt,N/A,True,N/A,,
UnFederalReserve,N/A,True,N/A,,
Perlin,N/A,True,N/A,990909162.6521901,-1.0
SKALE Network,N/A,True,N/A,4534056434.990886,-1.0
Mello Token,N/A,True,N/A,393396936.90775967,-1.0
Lucky Lion,BEP-20 Token,True,N/A,60701533.13,-1.0
Elements,X11,True,PoW,,
GoMeat,HRC-20 Token,False,PoW,,
Infinity Rocket,BEP-20 Token,False,N/A,200000000.0,-1.0
MindCoin,X11,True,PoW,,
Mound Token,N/A,True,N/A,2717604.099999995,-1.0
Darico,N/A,True,240000000,,
DogeBNB,BEP-20 Token,False,N/A,644687693002937.5,-1.0
Decentr,N/A,True,N/A,,
FingerprintsDAO,N/A,True,N/A,10000000.0,-1.0
EDGE,N/A,True,N/A,60000000.0,-1.0
Unique One,N/A,True,N/A,,
SuperRare,N/A,True,N/A,1000000000.0,-1.0
Trippki,N/A,False,N/A,,
COCOS BCX,N/A,True,N/A,100000000.0,-1.0
Add.xyz,N/A,True,N/A,103410865.56354,-1.0
RocketPool,N/A,True,N/A,,
YAM,N/A,True,N/A,13998900.247669525,-1.0
Aeternity,N/A,True,PoW/PoS,392038125.49932,-1.0
AgaveCoin,N/A,True,N/A,35000000000.0,-1.0
UNIDOWN,BEP-20 Token,True,N/A,0.0,0.0
Wings DAO,N/A,True,N/A,100000000.0,-1.0
Amino Network,N/A,True,N/A,1000000000.0,-1.0
AMO Coin,N/A,True,N/A,17579012760.810352,-1.0
Weriz,N/A,False,N/A,,
PokeChain,X13,True,PoS,,
APIS,N/A,True,PoW,,
Mogul Coin,N/A,False,N/A,,
OpenOcean,BEP-20 Token,True,N/A,1000000000.0,-1.0
UNIUP,BEP-20 Token,True,N/A,0.0,0.0
3X Long Ethereum Token,N/A,True,N/A,41714.277667279996,41714.277667279996
Axie Infinity Shards,N/A,True,N/A,270000000.0,-1.0
BABB,N/A,True,N/A,49999999999.99999,-1.0
SingularDTV,N/A,True,N/A,1000000000.0,-1.0
Seele,N/A,True,N/A,30000000000.0,-1.0
Bitkan,N/A,True,N/A,6677614825.0,-1.0
BitUP Token,N/A,True,N/A,1000000000.0,-1.0
Blockcloud,N/A,True,N/A,10000000000.0,-1.0
Reddcoin,Scrypt,True,PoW/PoS,30563305817.578033,-1.0
BuySell,N/A,True,PoS,5037263.3612,100000000.0
PotCoin,Scrypt,True,PoW/PoS,226992840.8409388,420000000.0
bZx,N/A,True,N/A,1030000000.0,-1.0
Populous,N/A,True,N/A,53252246.0,-1.0
Polkadot,N/A,True,N/A,1129215247.2118535,-1.0
Pivot Token,N/A,True,N/A,31415926535.0,-1.0
OriginTrail,N/A,True,N/A,500000000.0,-1.0
Omnitude,N/A,True,N/A,74413301.337384,-1.0
Origin Protocol,N/A,True,N/A,1000000000.0,-1.0
OBSERVER Coin,N/A,True,N/A,15000000000.0,-1.0
Nxt,PoS,True,PoS/LPoS,998999927.9376907,1000000000.0
Nucleus Vision,N/A,True,N/A,10000000000.0,-1.0
Whole Network,N/A,True,N/A,9725172953.45784,-1.0
NewsToken,N/A,True,N/A,10000000000.0,-1.0
NEM,N/A,True,PoI,8999999999.0,-1.0
Nectar,N/A,True,N/A,107090912.33810617,-1.0
Neblio,PoS,True,N/A,18609821.82022001,-1.0
Ethereum Classic,EtcHash,True,PoW,129551343.25572993,210700000.0
Etherparty,N/A,True,N/A,1000000000.0,-1.0
Everex,N/A,True,N/A,25000000.0,-1.0
Exchange Union,N/A,True,N/A,3000000000.0,-1.0
Factom,N/A,True,N/A,10115747.88192154,0.0
FansTime,N/A,True,N/A,5045177200.0,-1.0
Fantom,N/A,True,N/A,2615146105.4798408,3175000000.0
Ferrum Network,N/A,True,N/A,329218750.0,-1.0
Nash Exchange,N/A,True,N/A,50000000.0,-1.0
MX Token,N/A,True,N/A,550000000.0,-1.0
MultiVAC,N/A,True,N/A,10000000000.0,-1.0
Mossland,N/A,True,N/A,500000000.0,-1.0
Moeda,N/A,True,N/A,19628888.0,-1.0
MOAC,N/A,True,PoW,159548676.0,-1.0
MIXMARVEL,N/A,True,N/A,10000000000.0,-1.0
MCDEX,N/A,True,N/A,2705324.7170208865,-1.0
CloakCoin,X13,True,PoW/PoS,5720705.92410635,-1.0
Coindy,N/A,True,N/A,1000000000.0,1000000000.0
CommerceBlock Token,N/A,True,N/A,1000000000.0,-1.0
FortKnoxster,N/A,True,N/A,150000000.0,-1.0
Integral,N/A,True,N/A,231493789.96157905,-1.0
Cosmos,N/A,True,PoS,282006922.064761,-1.0
Gamecredits,N/A,True,PoW,200000000.0,-1.0
Crust Network,N/A,True,N/A,20000000.0,-1.0
CyberMiles,N/A,True,N/A,1000000000.0,-1.0
DATx,N/A,True,N/A,10000000000.0,-1.0
CUE Protocol,N/A,False,N/A,10000.0,-1.0
Dentacoin,N/A,True,N/A,7720664196804.0,-1.0
Cuex,BEP-20 Token,False,N/A,99999999999.99998,-1.0
DPRating,N/A,True,N/A,10000000000.0,-1.0
EduCoin,N/A,True,N/A,15000000000.0,-1.0
Egretia,N/A,True,N/A,8000000000.0,-1.0
Elastos,N/A,True,N/A,24650334.26454625,-1.0
FTX Token,N/A,True,N/A,321904253.2859715,-1.0
Flamingo,N/A,True,PoA,287621062.5821798,-1.0
Fatcoin,N/A,True,N/A,200000000.0,-1.0
Refugees Token,BEP-20 Token,False,N/A,479777501934441.7,-1.0
EXMO Coin,N/A,True,N/A,1222800608.07,-1.0
ForTube,N/A,True,N/A,978684286.9,-1.0
Force Coin,N/A,False,PoS,0.0,0.0
HASH Token,N/A,False,N/A,1000000000.0,-1.0
LEOcoin,N/A,True,PoW,,
GXChain,N/A,True,DPoS,99718413.50132,100000000.0
ICON Project,Loopchain,True,PoS,911436492.6432395,-1.0
Jarvis Reward Token,N/A,True,N/A,565000000.0,-1.0
Elements Play,N/A,False,N/A,296004125.6181769,-1.0
LINKDOWN,N/A,True,N/A,0.0,0.0
NFTX,N/A,True,N/A,650000.0,-1.0
SIL Finance Token V2,BEP-20 Token,False,N/A,51942.291210499614,-1.0
Raven Protocol,N/A,True,N/A,,
Symbol,N/A,True,N/A,7966402974.477804,8999999999.0
Bonus Cake,BEP-20 Token,True,N/A,99244230839.99998,-1.0
Atletico de Madrid Fan Token,BEP-20 Token,True,Proof of Authority,,
SavePlanetEarth,N/A,True,N/A,1000000000000000.0,-1.0
TrustFi Network Token,BEP-20 Token,True,N/A,100000000.0,-1.0
Jupiter,N/A,True,N/A,,
Beldex,CryptoNight,True,PoW,1400222610.0,-1.0
Handshake,Blake2B + SHA3,True,PoW,437323765.145341,2040000000.0
SoccerHub,BEP-20 Token,False,N/A,1000000000.0,-1.0
Dark Energy Crystals,N/A,False,N/A,0.0,-1.0
BunnyRocket,N/A,False,N/A,1000000000000.0,-1.0
CryptoPlanes,BEP-20 Token,False,N/A,100000000.0,-1.0
IHT Real Estate Protocol,N/A,True,N/A,996491162.0,-1.0
Zabaku Inu,N/A,True,N/A,8714219691612591.0,-1.0
Nakamoto Games,N/A,True,N/A,180000000.0,-1.0
BSC MemePad,BEP-20 Token,False,N/A,96876657.1761711,-1.0
Pikachu Inu,N/A,True,N/A,,
gotEM,BEP-20 Token,False,N/A,289000000.0,-1.0
AutoCrypto,BEP-20 Token,False,N/A,97261811.42517927,-1.0
Den Domains,BEP-20 Token,False,N/A,10000000000.0,-1.0
DeFIL,N/A,True,N/A,79350877.0751238,-1.0
Sovryn,N/A,True,N/A,563887.732979005,-1.0
Manga Token,N/A,True,N/A,20000000000.0,-1.0
Solanium,N/A,True,N/A,100000000.0,-1.0
Medibloc,N/A,True,PoS,7775073854.339476,-1.0
Filecoin Standard Hashrate Token,N/A,False,N/A,1959936.0,-1.0
Kishimoto Inu,N/A,True,N/A,5e+16,-1.0
Graphene,N/A,False,N/A,36492280.075045,-1.0
Pitch Finance Token,BEP-20 Token,True,N/A,100000000000.0,-1.0
Fodl Finance,N/A,True,N/A,1000000000.0,-1.0
Edgecoin,N/A,True,N/A,9999812595.0,-1.0
Torii Finance,BEP-20 Token,True,N/A,31997.746605715165,-1.0
GOMA Finance,BEP-20 Token,True,N/A,183606606954775.5,-1.0
GameFi,BEP-20 Token,True,N/A,15000000.0,-1.0
Saber,N/A,True,N/A,281743452.187975,-1.0
AKTIO Coin,N/A,False,N/A,,
JOE,N/A,True,N/A,208014214.12352744,500000000.0
Metis Token,N/A,True,N/A,4930000.51,-1.0
X World Games,N/A,True,N/A,10000000000.0,-1.0
Shell Token,BEP-20 Token,True,N/A,4919.4,-1.0
REDi,SHA-256,True,N/A,10000000000.0,-1.0
Pokmonsters,BEP-20 Token,True,N/A,98157873.21199931,-1.0
Kalata Protocol,BEP-20 Token,True,N/A,130377116.94339663,-1.0
NFT Art Finance,BEP-20 Token,True,N/A,3.07982529875356e+16,-1.0
Paypolitan Token,N/A,True,N/A,94697000.0,-1.0
Baby Floki Billionaire,BEP-20 Token,True,N/A,953830171176409.8,-1.0
VelasPad,BEP-20 Token,True,N/A,103710558.37758468,-1.0
Friends With Benefits Pro,N/A,True,N/A,1000000.0,-1.0
Battle Hero,BEP-20 Token,False,N/A,976396723.7292,-1.0
Evrynet,N/A,True,N/A,1000000000.0,-1.0
Chellitcoin,N/A,True,N/A,3000000000.0,-1.0
Lazio Fan Token,BEP-20 Token,True,N/A,40000000.0,-1.0
CORE MultiChain,N/A,True,N/A,14000000000.0,-1.0
Yggdrash,N/A,True,N/A,10000000000.0,-1.0
XMax,N/A,True,N/A,30000000000.0,-1.0
Wink,PoS,True,PoS,0.0,0.0
0x,N/A,True,N/A,1000000000.0,-1.0
1World,N/A,True,N/A,37219452.96,-1.0
WaykiChain Governance Coin,N/A,True,N/A,21000000000.0,21000000000.0
Acute Angle Cloud,ECC 256K1,True,DPOS,1000000000.0,-1.0
VNT Chain,N/A,True,N/A,10000000000.0,-1.0
ViaCoin,Scrypt,True,PoW,23174976.588385113,-1.0
Cryptobuyer,N/A,True,N/A,155254440.0,-1.0
Anchor Protocol,PoS,True,PoS,1000000000.0,-1.0
ARK,DPoS,True,DPoS,161105024.00000003,-1.0
Band Protocol,N/A,True,N/A,100000000.0,-1.0
3X Short Bitcoin,N/A,True,N/A,117221648126.42874,117221648126.42874
Bella Protocol,N/A,True,N/A,100000000.0,-1.0
Bezop,N/A,True,N/A,89267250.0,-1.0
Synthetix,N/A,True,N/A,237289301.61627555,-1.0
BGG Token,N/A,True,N/A,5051216522.0,-1.0
BrickBlock,N/A,True,PoA,265000143.35,-1.0
Binance Coin,BEP-2,True,BFT,166801147.9,-1.0
Bitcoin Cash,SHA-256,True,PoW,18885343.64665294,20999999.9769
Sushi,N/A,True,N/A,237215101.0821309,-1.0
SuperCoin,X11,True,PoS,0.0,0.0
Sugar Exchange,N/A,True,N/A,,
BitDAO,N/A,True,N/A,10000000000.0,-1.0
BLOC.MONEY,Cryptonight Haven,True,PoW,,
BlockMason Credit Protocol,N/A,True,N/A,116158667.0,-1.0
SoulCoin,Scrypt,True,PoW/PoS,,
BF Token,N/A,True,N/A,1000000000.0,-1.0
Bodhi Network,QRC-20 Token,True,N/A,,
Bounce Token,N/A,True,N/A,100000.0,-1.0
Bridge Oracle,N/A,True,N/A,10000000000.0,-1.0
ByteCoin,CryptoNight,True,PoW,184467440737.09552,184470000000.0
Centrality Token,N/A,True,N/A,1200000000.0,-1.0
Cindicator,N/A,True,N/A,2000000004.6079144,-1.0
iExec,N/A,True,N/A,86999784.9868455,-1.0
CoinEx Token,N/A,True,N/A,5868849037.613173,-1.0
Injective Protocol,N/A,True,N/A,100000000.0,-1.0
Orbs,N/A,True,N/A,10000000000.0,-1.0
CACHE Gold,N/A,True,N/A,100771.01,-1.0
Ink Protocol,N/A,True,N/A,500000000.0,-1.0
CoinPoker Token,N/A,True,N/A,354786434.70257473,-1.0
Insta Cash Coin,SHA-256,False,PoW,,
Contentos,N/A,True,N/A,4100000000.0000005,-1.0
IOCoin,X11,True,PoW/PoS,19212476.97434563,22000000.0
CryptoPing,N/A,True,N/A,9999999.50136944,-1.0
Kryll,N/A,True,N/A,49417347.99999999,-1.0
Decentralized Accessible Content Chain,N/A,True,N/A,30000000000.0,-1.0
Data,N/A,True,N/A,1314940489.5717545,-1.0
Datum,N/A,True,N/A,2653841597.973272,-1.0
DigiByte,Multiple,True,PoW,14823868321.191957,21000000000.0
The Midas Touch Gold,N/A,True,N/A,9161139666.073038,-1.0
DigitalNote,BMW512 / Echo512,True,PoW/PoS,8064775135.109735,-1.0
Digix DAO,N/A,True,N/A,82639.73024175595,-1.0
district0x,N/A,True,N/A,1000000000.0,-1.0
DMarket,N/A,True,N/A,56921773.1719715,-1.0
Einsteinium,Scrypt,True,PoW,222117506.49999973,-1.0
EncrypGen,N/A,True,N/A,70938084.47283192,-1.0
HarmonyPad,BEP-20 Token,True,N/A,794503260.6838216,-1.0
Game,N/A,True,N/A,,
ICOBox,N/A,True,N/A,269487.0,-1.0
KuCoin Token,N/A,True,N/A,170118638.0,-1.0
OmiseGO Classic,Scrypt,False,PoW/PoS,,
ParanoiaCoin,Scrypt,True,PoW,,
Paralink Network,N/A,True,N/A,122806691.0,-1.0
ThreeFold Token,N/A,True,N/A,746129059.6063006,4000000000.0
EarlyBSC,N/A,True,N/A,5000000000.0,-1.0
SpaceGrime,N/A,True,N/A,7.170730009961816e+17,-1.0
RisingSun,N/A,True,N/A,8000000000.0,-1.0
Anypad,N/A,False,N/A,1000000000.0,-1.0
Sandclock,N/A,False,N/A,100000000.0,-1.0
Tsuzuki Inu,N/A,False,N/A,1e+18,-1.0
